# VoIP rates (dollars per minute): from http://www.cheapvoipinc.com/Ratesheet-grey.csv
dialprefix,destination,rateinitial
9185658,India Mobile Aircel,0.025
9185659,India Mobile Aircel,0.025
9185660,India Mobile Aircel,0.025
9185668,India Mobile Aircel,0.025
9185669,India Mobile Aircel,0.025
9185670,India Mobile Aircel,0.025
9185678,India Mobile Aircel,0.025
9185679,India Mobile Aircel,0.025
9185680,India Mobile Aircel,0.025
9185688,India Mobile Aircel,0.025
9185689,India Mobile Aircel,0.025
9185690,India Mobile Aircel,0.025
918574,India Mobile Aircel,0.025
918575,India Mobile Aircel,0.025
9186499,India Mobile Aircel,0.025
9186540,India Mobile Aircel,0.025
9186548,India Mobile Aircel,0.025
9186549,India Mobile Aircel,0.025
9186560,India Mobile Aircel,0.025
9186568,India Mobile Aircel,0.025
9186569,India Mobile Aircel,0.025
9186590,India Mobile Aircel,0.025
9186598,India Mobile Aircel,0.025
9186599,India Mobile Aircel,0.025
9186710,India Mobile Aircel,0.025
9186718,India Mobile Aircel,0.025
9186719,India Mobile Aircel,0.025
9186720,India Mobile Aircel,0.025
9186728,India Mobile Aircel,0.025
9186729,India Mobile Aircel,0.025
9186730,India Mobile Aircel,0.025
9186738,India Mobile Aircel,0.025
9186739,India Mobile Aircel,0.025
9186740,India Mobile Aircel,0.025
918675,India Mobile Aircel,0.025
918679,India Mobile Aircel,0.025
918686,India Mobile Aircel,0.025
9187498,India Mobile Aircel,0.025
9187499,India Mobile Aircel,0.025
9187510,India Mobile Aircel,0.025
9187518,India Mobile Aircel,0.025
9187519,India Mobile Aircel,0.025
9187520,India Mobile Aircel,0.025
9187528,India Mobile Aircel,0.025
9187529,India Mobile Aircel,0.025
9187530,India Mobile Aircel,0.025
9187538,India Mobile Aircel,0.025
918759,India Mobile Aircel,0.025
918760,India Mobile Aircel,0.025
918796,India Mobile Aircel,0.025
918801,India Mobile Aircel,0.025
918802,India Mobile Aircel,0.025
918803,India Mobile Aircel,0.025
918804,India Mobile Aircel,0.025
918883,India Mobile Aircel,0.025
918892,India Mobile Aircel,0.025
918896,India Mobile Aircel,0.025
918898,India Mobile Aircel,0.025
918906,India Mobile Aircel,0.025
918907,India Mobile Aircel,0.025
918908,India Mobile Aircel,0.025
918909,India Mobile Aircel,0.025
9189468,India Mobile Aircel,0.025
9189469,India Mobile Aircel,0.025
9189470,India Mobile Aircel,0.025
9189478,India Mobile Aircel,0.025
9189479,India Mobile Aircel,0.025
9189520,India Mobile Aircel,0.025
9189528,India Mobile Aircel,0.025
9189529,India Mobile Aircel,0.025
9189630,India Mobile Aircel,0.025
9189638,India Mobile Aircel,0.025
918973,India Mobile Aircel,0.025
919094,India Mobile Aircel,0.025
919095,India Mobile Aircel,0.025
919097,India Mobile Aircel,0.025
919504,India Mobile Aircel,0.025
919524,India Mobile Aircel,0.025
919551,India Mobile Aircel,0.025
919563,India Mobile Aircel,0.025
919577,India Mobile Aircel,0.025
919578,India Mobile Aircel,0.025
919613,India Mobile Aircel,0.025
919614,India Mobile Aircel,0.025
919615,India Mobile Aircel,0.025
919658,India Mobile Aircel,0.025
919659,India Mobile Aircel,0.025
919688,India Mobile Aircel,0.025
919697,India Mobile Aircel,0.025
919698,India Mobile Aircel,0.025
919700,India Mobile Aircel,0.025
919710,India Mobile Aircel,0.025
919715,India Mobile Aircel,0.025
919716,India Mobile Aircel,0.025
919722,India Mobile Aircel,0.025
919738,India Mobile Aircel,0.025
919750,India Mobile Aircel,0.025
919762,India Mobile Aircel,0.025
919768,India Mobile Aircel,0.025
919782,India Mobile Aircel,0.025
919788,India Mobile Aircel,0.025
919802,India Mobile Aircel,0.025
919803,India Mobile Aircel,0.025
919804,India Mobile Aircel,0.025
919806,India Mobile Aircel,0.025
919807,India Mobile Aircel,0.025
919808,India Mobile Aircel,0.025
919809,India Mobile Aircel,0.025
919841,India Mobile Aircel,0.025
919842,India Mobile Aircel,0.025
919851,India Mobile Aircel,0.025
919852,India Mobile Aircel,0.025
919853,India Mobile Aircel,0.025
919854,India Mobile Aircel,0.025
919856,India Mobile Aircel,0.025
919857,India Mobile Aircel,0.025
919858,India Mobile Aircel,0.025
919859,India Mobile Aircel,0.025
919865,India Mobile Aircel,0.025
919941,India Mobile Aircel,0.025
919942,India Mobile Aircel,0.025
919965,India Mobile Aircel,0.025
919976,India Mobile Aircel,0.025
917250,India Mobile Airtel,0.025
917259,India Mobile Airtel,0.025
917387,India Mobile Airtel,0.025
917388,India Mobile Airtel,0.025
917389,India Mobile Airtel,0.025
917568,India Mobile Airtel,0.025
917600,India Mobile Airtel,0.025
917602,India Mobile Airtel,0.025
917607,India Mobile Airtel,0.025
917702,India Mobile Airtel,0.025
917708,India Mobile Airtel,0.025
917709,India Mobile Airtel,0.025
917738,India Mobile Airtel,0.025
917739,India Mobile Airtel,0.025
917742,India Mobile Airtel,0.025
917760,India Mobile Airtel,0.025
917780,India Mobile Airtel,0.025
917869,India Mobile Airtel,0.025
917893,India Mobile Airtel,0.025
917894,India Mobile Airtel,0.025
917895,India Mobile Airtel,0.025
917896,India Mobile Airtel,0.025
917897,India Mobile Airtel,0.025
917898,India Mobile Airtel,0.025
918002,India Mobile Airtel,0.025
918003,India Mobile Airtel,0.025
918008,India Mobile Airtel,0.025
918009,India Mobile Airtel,0.025
918011,India Mobile Airtel,0.025
918016,India Mobile Airtel,0.025
918018,India Mobile Airtel,0.025
918056,India Mobile Airtel,0.025
918084,India Mobile Airtel,0.025
918085,India Mobile Airtel,0.025
918105,India Mobile Airtel,0.025
918106,India Mobile Airtel,0.025
918107,India Mobile Airtel,0.025
918116,India Mobile Airtel,0.025
918126,India Mobile Airtel,0.025
918127,India Mobile Airtel,0.025
918128,India Mobile Airtel,0.025
918129,India Mobile Airtel,0.025
918130,India Mobile Airtel,0.025
918146,India Mobile Airtel,0.025
918171,India Mobile Airtel,0.025
918179,India Mobile Airtel,0.025
918197,India Mobile Airtel,0.025
918220,India Mobile Airtel,0.025
918290,India Mobile Airtel,0.025
918292,India Mobile Airtel,0.025
918294,India Mobile Airtel,0.025
918295,India Mobile Airtel,0.025
918349,India Mobile Airtel,0.025
918374,India Mobile Airtel,0.025
918400,India Mobile Airtel,0.025
9184130,India Mobile Airtel,0.025
9184138,India Mobile Airtel,0.025
9184139,India Mobile Airtel,0.025
9184140,India Mobile Airtel,0.025
9184148,India Mobile Airtel,0.025
9184149,India Mobile Airtel,0.025
9184150,India Mobile Airtel,0.025
9184158,India Mobile Airtel,0.025
9184159,India Mobile Airtel,0.025
9184160,India Mobile Airtel,0.025
918420,India Mobile Airtel,0.025
918427,India Mobile Airtel,0.025
9184509,India Mobile Airtel,0.025
9184510,India Mobile Airtel,0.025
9184518,India Mobile Airtel,0.025
9184519,India Mobile Airtel,0.025
9184520,India Mobile Airtel,0.025
9184528,India Mobile Airtel,0.025
9184529,India Mobile Airtel,0.025
9184540,India Mobile Airtel,0.025
9184548,India Mobile Airtel,0.025
9184549,India Mobile Airtel,0.025
9184550,India Mobile Airtel,0.025
9184558,India Mobile Airtel,0.025
9184559,India Mobile Airtel,0.025
9184560,India Mobile Airtel,0.025
9184568,India Mobile Airtel,0.025
9184569,India Mobile Airtel,0.025
9184570,India Mobile Airtel,0.025
9184578,India Mobile Airtel,0.025
9184579,India Mobile Airtel,0.025
9184580,India Mobile Airtel,0.025
9184718,India Mobile Airtel,0.025
9184719,India Mobile Airtel,0.025
9184720,India Mobile Airtel,0.025
9184728,India Mobile Airtel,0.025
9184729,India Mobile Airtel,0.025
9184730,India Mobile Airtel,0.025
9184738,India Mobile Airtel,0.025
9184739,India Mobile Airtel,0.025
9184740,India Mobile Airtel,0.025
9184748,India Mobile Airtel,0.025
9184910,India Mobile Airtel,0.025
9184918,India Mobile Airtel,0.025
9184919,India Mobile Airtel,0.025
9184920,India Mobile Airtel,0.025
9184928,India Mobile Airtel,0.025
9184929,India Mobile Airtel,0.025
9184930,India Mobile Airtel,0.025
9184938,India Mobile Airtel,0.025
9184939,India Mobile Airtel,0.025
9184940,India Mobile Airtel,0.025
918511,India Mobile Airtel,0.025
918521,India Mobile Airtel,0.025
918527,India Mobile Airtel,0.025
9185698,India Mobile Airtel,0.025
9185699,India Mobile Airtel,0.025
9185700,India Mobile Airtel,0.025
9185708,India Mobile Airtel,0.025
9185709,India Mobile Airtel,0.025
9185710,India Mobile Airtel,0.025
9185718,India Mobile Airtel,0.025
9185719,India Mobile Airtel,0.025
9185720,India Mobile Airtel,0.025
9185728,India Mobile Airtel,0.025
918600,India Mobile Airtel,0.025
9186268,India Mobile Airtel,0.025
9186269,India Mobile Airtel,0.025
9186270,India Mobile Airtel,0.025
9186278,India Mobile Airtel,0.025
9186279,India Mobile Airtel,0.025
9186280,India Mobile Airtel,0.025
9186288,India Mobile Airtel,0.025
9186289,India Mobile Airtel,0.025
9186290,India Mobile Airtel,0.025
9186298,India Mobile Airtel,0.025
918658,India Mobile Airtel,0.025
918670,India Mobile Airtel,0.025
9187298,India Mobile Airtel,0.025
9187299,India Mobile Airtel,0.025
9187300,India Mobile Airtel,0.025
9187308,India Mobile Airtel,0.025
9187309,India Mobile Airtel,0.025
9187310,India Mobile Airtel,0.025
9187318,India Mobile Airtel,0.025
9187319,India Mobile Airtel,0.025
9187320,India Mobile Airtel,0.025
9187328,India Mobile Airtel,0.025
9187539,India Mobile Airtel,0.025
918754,India Mobile Airtel,0.025
918755,India Mobile Airtel,0.025
918756,India Mobile Airtel,0.025
918757,India Mobile Airtel,0.025
9187610,India Mobile Airtel,0.025
9187618,India Mobile Airtel,0.025
9187619,India Mobile Airtel,0.025
918769,India Mobile Airtel,0.025
918790,India Mobile Airtel,0.025
918800,India Mobile Airtel,0.025
918809,India Mobile Airtel,0.025
9188110,India Mobile Airtel,0.025
9188118,India Mobile Airtel,0.025
9188119,India Mobile Airtel,0.025
9188120,India Mobile Airtel,0.025
9188128,India Mobile Airtel,0.025
9188129,India Mobile Airtel,0.025
918826,India Mobile Airtel,0.025
918827,India Mobile Airtel,0.025
918853,India Mobile Airtel,0.025
918861,India Mobile Airtel,0.025
918870,India Mobile Airtel,0.025
918890,India Mobile Airtel,0.025
918894,India Mobile Airtel,0.025
918897,India Mobile Airtel,0.025
9189521,India - Mobile Bharti,0.0149
9189522,India - Mobile Bharti,0.0149
9189523,India - Mobile Bharti,0.0149
9189524,India - Mobile Bharti,0.0149
9189525,India - Mobile Bharti,0.0149
9189526,India - Mobile Bharti,0.0149
9189527,India - Mobile Bharti,0.0149
918953,India Mobile Airtel,0.025
918967,India Mobile Airtel,0.025
918968,India Mobile Airtel,0.025
918969,India Mobile Airtel,0.025
918971,India Mobile Airtel,0.025
918972,India Mobile Airtel,0.025
918974,India Mobile Airtel,0.025
918978,India Mobile Airtel,0.025
918979,India Mobile Airtel,0.025
919000,India Mobile Airtel,0.025
919001,India Mobile Airtel,0.025
919002,India Mobile Airtel,0.025
919003,India Mobile Airtel,0.025
919004,India Mobile Airtel,0.025
919005,India Mobile Airtel,0.025
919006,India Mobile Airtel,0.025
919007,India Mobile Airtel,0.025
919008,India Mobile Airtel,0.025
919096,India Mobile Airtel,0.025
919162,India Mobile Airtel,0.025
919163,India Mobile Airtel,0.025
919166,India Mobile Airtel,0.025
919177,India Mobile Airtel,0.025
919178,India Mobile Airtel,0.025
919179,India Mobile Airtel,0.025
919198,India Mobile Airtel,0.025
919199,India Mobile Airtel,0.025
919500,India Mobile Airtel,0.025
919501,India Mobile Airtel,0.025
919502,India Mobile Airtel,0.025
919503,India Mobile Airtel,0.025
919535,India Mobile Airtel,0.025
919546,India Mobile Airtel,0.025
919547,India Mobile Airtel,0.025
919550,India Mobile Airtel,0.025
919556,India Mobile Airtel,0.025
919557,India Mobile Airtel,0.025
919558,India Mobile Airtel,0.025
919559,India Mobile Airtel,0.025
919560,India Mobile Airtel,0.025
919561,India Mobile Airtel,0.025
919566,India Mobile Airtel,0.025
919567,India Mobile Airtel,0.025
919571,India Mobile Airtel,0.025
919572,India Mobile Airtel,0.025
919573,India Mobile Airtel,0.025
919589,India Mobile Airtel,0.025
919591,India Mobile Airtel,0.025
919596,India Mobile Airtel,0.025
919597,India Mobile Airtel,0.025
919600,India Mobile Airtel,0.025
919601,India Mobile Airtel,0.025
919602,India Mobile Airtel,0.025
919611,India Mobile Airtel,0.025
919612,India Mobile Airtel,0.025
919618,India Mobile Airtel,0.025
919621,India Mobile Airtel,0.025
919622,India Mobile Airtel,0.025
919629,India Mobile Airtel,0.025
919630,India Mobile Airtel,0.025
919631,India Mobile Airtel,0.025
919632,India Mobile Airtel,0.025
919633,India Mobile Airtel,0.025
919634,India Mobile Airtel,0.025
919635,India Mobile Airtel,0.025
919636,India Mobile Airtel,0.025
919650,India Mobile Airtel,0.025
919651,India Mobile Airtel,0.025
919652,India Mobile Airtel,0.025
919660,India Mobile Airtel,0.025
919661,India Mobile Airtel,0.025
919662,India Mobile Airtel,0.025
919663,India Mobile Airtel,0.025
919665,India Mobile Airtel,0.025
919668,India Mobile Airtel,0.025
919676,India Mobile Airtel,0.025
919677,India Mobile Airtel,0.025
919678,India Mobile Airtel,0.025
919679,India Mobile Airtel,0.025
919680,India Mobile Airtel,0.025
919685,India Mobile Airtel,0.025
919686,India Mobile Airtel,0.025
919695,India Mobile Airtel,0.025
919701,India Mobile Airtel,0.025
919704,India Mobile Airtel,0.025
919717,India Mobile Airtel,0.025
919724,India Mobile Airtel,0.025
919725,India Mobile Airtel,0.025
919729,India Mobile Airtel,0.025
919730,India Mobile Airtel,0.025
919731,India Mobile Airtel,0.025
919740,India Mobile Airtel,0.025
919741,India Mobile Airtel,0.025
919746,India Mobile Airtel,0.025
919748,India Mobile Airtel,0.025
919752,India Mobile Airtel,0.025
919755,India Mobile Airtel,0.025
919760,India Mobile Airtel,0.025
919766,India Mobile Airtel,0.025
919771,India Mobile Airtel,0.025
919777,India Mobile Airtel,0.025
919779,India Mobile Airtel,0.025
919784,India Mobile Airtel,0.025
919789,India Mobile Airtel,0.025
919790,India Mobile Airtel,0.025
919791,India Mobile Airtel,0.025
919793,India Mobile Airtel,0.025
919794,India Mobile Airtel,0.025
919797,India Mobile Airtel,0.025
919799,India Mobile Airtel,0.025
919800,India Mobile Airtel,0.025
919801,India Mobile Airtel,0.025
919805,India Mobile Airtel,0.025
919810,India Mobile Airtel,0.025
919815,India Mobile Airtel,0.025
919816,India Mobile Airtel,0.025
919818,India Mobile Airtel,0.025
919829,India Mobile Airtel,0.025
919831,India Mobile Airtel,0.025
919840,India Mobile Airtel,0.025
919845,India Mobile Airtel,0.025
919849,India Mobile Airtel,0.025
919860,India Mobile Airtel,0.025
919862,India Mobile Airtel,0.025
919866,India Mobile Airtel,0.025
919867,India Mobile Airtel,0.025
919871,India Mobile Airtel,0.025
919872,India Mobile Airtel,0.025
919876,India Mobile Airtel,0.025
919878,India Mobile Airtel,0.025
919880,India Mobile Airtel,0.025
919890,India Mobile Airtel,0.025
919892,India Mobile Airtel,0.025
919893,India Mobile Airtel,0.025
919894,India Mobile Airtel,0.025
919895,India Mobile Airtel,0.025
919896,India Mobile Airtel,0.025
919897,India Mobile Airtel,0.025
919898,India Mobile Airtel,0.025
919900,India Mobile Airtel,0.025
919901,India Mobile Airtel,0.025
919902,India Mobile Airtel,0.025
919903,India Mobile Airtel,0.025
919906,India Mobile Airtel,0.025
919908,India Mobile Airtel,0.025
919910,India Mobile Airtel,0.025
919915,India Mobile Airtel,0.025
919928,India Mobile Airtel,0.025
919929,India Mobile Airtel,0.025
919931,India Mobile Airtel,0.025
919932,India Mobile Airtel,0.025
919933,India Mobile Airtel,0.025
919934,India Mobile Airtel,0.025
919935,India Mobile Airtel,0.025
919936,India Mobile Airtel,0.025
919937,India Mobile Airtel,0.025
919938,India Mobile Airtel,0.025
919939,India Mobile Airtel,0.025
919940,India Mobile Airtel,0.025
919944,India Mobile Airtel,0.025
919945,India Mobile Airtel,0.025
919949,India Mobile Airtel,0.025
919950,India Mobile Airtel,0.025
919952,India Mobile Airtel,0.025
919954,India Mobile Airtel,0.025
919955,India Mobile Airtel,0.025
919956,India Mobile Airtel,0.025
919957,India Mobile Airtel,0.025
919958,India Mobile Airtel,0.025
919959,India Mobile Airtel,0.025
919960,India Mobile Airtel,0.025
919963,India Mobile Airtel,0.025
919967,India Mobile Airtel,0.025
919970,India Mobile Airtel,0.025
919971,India Mobile Airtel,0.025
919972,India Mobile Airtel,0.025
919973,India Mobile Airtel,0.025
919974,India Mobile Airtel,0.025
919975,India Mobile Airtel,0.025
919980,India Mobile Airtel,0.025
919981,India Mobile Airtel,0.025
919987,India Mobile Airtel,0.025
919989,India Mobile Airtel,0.025
919993,India Mobile Airtel,0.025
919994,India Mobile Airtel,0.025
919995,India Mobile Airtel,0.025
919996,India Mobile Airtel,0.025
919997,India Mobile Airtel,0.025
919998,India Mobile Airtel,0.025
917376,India Mobile BSNL,0.025
917380,India Mobile BSNL,0.025
917382,India Mobile BSNL,0.025
917579,India Mobile BSNL,0.025
917587,India Mobile BSNL,0.025
917588,India Mobile BSNL,0.025
917589,India Mobile BSNL,0.025
917597,India Mobile BSNL,0.025
917598,India Mobile BSNL,0.025
917599,India Mobile BSNL,0.025
917839,India Mobile BSNL,0.025
918004,India Mobile BSNL,0.025
918005,India Mobile BSNL,0.025
918275,India Mobile BSNL,0.025
918277,India Mobile BSNL,0.025
918278,India Mobile BSNL,0.025
918279,India Mobile BSNL,0.025
918280,India Mobile BSNL,0.025
918281,India Mobile BSNL,0.025
918300,India Mobile BSNL,0.025
918480,India Mobile BSNL,0.025
918500,India Mobile BSNL,0.025
918544,India Mobile BSNL,0.025
918547,India Mobile BSNL,0.025
918580,India Mobile BSNL,0.025
918762,India Mobile BSNL,0.025
918763,India Mobile BSNL,0.025
918764,India Mobile BSNL,0.025
918765,India Mobile BSNL,0.025
918887,India Mobile BSNL,0.025
918895,India Mobile BSNL,0.025
918900,India Mobile BSNL,0.025
918901,India Mobile BSNL,0.025
918902,India Mobile BSNL,0.025
918903,India Mobile BSNL,0.025
918985,India Mobile BSNL,0.025
918986,India Mobile BSNL,0.025
918987,India Mobile BSNL,0.025
918988,India Mobile BSNL,0.025
918989,India Mobile BSNL,0.025
91918,India Mobile BSNL,0.025
919190,India Mobile BSNL,0.025
919191,India Mobile BSNL,0.025
919192,India Mobile BSNL,0.025
919193,India Mobile BSNL,0.025
919194,India Mobile BSNL,0.025
919195,India Mobile BSNL,0.025
919196,India Mobile BSNL,0.025
919197,India Mobile BSNL,0.025
9194,India Mobile BSNL,0.025
919530,India Mobile BSNL,0.025
919531,India Mobile BSNL,0.025
919532,India Mobile BSNL,0.025
919682,India - Mobile BSNL,0.0149
919683,India - Mobile BSNL,0.0149
919684,India - Mobile BSNL,0.0149
917309,India Mobile Idea,0.025
917350,India Mobile Idea,0.025
917351,India Mobile Idea,0.025
917352,India Mobile Idea,0.025
917353,India Mobile Idea,0.025
917354,India Mobile Idea,0.025
917359,India Mobile Idea,0.025
917377,India Mobile Idea,0.025
917500,India Mobile Idea,0.025
917654,India Mobile Idea,0.025
917697,India Mobile Idea,0.025
917698,India Mobile Idea,0.025
917699,India Mobile Idea,0.025
917860,India Mobile Idea,0.025
917890,India Mobile Idea,0.025
917891,India Mobile Idea,0.025
918057,India Mobile Idea,0.025
918058,India Mobile Idea,0.025
918059,India Mobile Idea,0.025
918067,India Mobile Idea,0.025
918096,India Mobile Idea,0.025
918108,India Mobile Idea,0.025
918120,India Mobile Idea,0.025
918124,India Mobile Idea,0.025
918140,India Mobile Idea,0.025
918308,India Mobile Idea,0.025
918347,India Mobile Idea,0.025
918435,India Mobile Idea,0.025
918437,India Mobile Idea,0.025
918449,India Mobile Idea,0.025
9184749,India Mobile Idea,0.025
9184750,India Mobile Idea,0.025
9184758,India Mobile Idea,0.025
9184759,India Mobile Idea,0.025
9184760,India Mobile Idea,0.025
9184768,India Mobile Idea,0.025
9184769,India Mobile Idea,0.025
9184770,India Mobile Idea,0.025
9184778,India Mobile Idea,0.025
9184779,India Mobile Idea,0.025
9184780,India Mobile Idea,0.025
9184788,India Mobile Idea,0.025
9184789,India Mobile Idea,0.025
9184790,India Mobile Idea,0.025
9184798,India Mobile Idea,0.025
9184799,India Mobile Idea,0.025
9184810,India Mobile Idea,0.025
9184818,India Mobile Idea,0.025
9184819,India Mobile Idea,0.025
9184820,India Mobile Idea,0.025
9184948,India Mobile Idea,0.025
9184949,India Mobile Idea,0.025
9184950,India Mobile Idea,0.025
9184958,India Mobile Idea,0.025
9184959,India Mobile Idea,0.025
9184960,India Mobile Idea,0.025
9184968,India Mobile Idea,0.025
9184969,India Mobile Idea,0.025
9184970,India Mobile Idea,0.025
9184978,India Mobile Idea,0.025
9184979,India Mobile Idea,0.025
9184980,India Mobile Idea,0.025
9184988,India Mobile Idea,0.025
9184989,India Mobile Idea,0.025
9184990,India Mobile Idea,0.025
9184998,India Mobile Idea,0.025
9184999,India Mobile Idea,0.025
9185010,India Mobile Idea,0.025
9185018,India Mobile Idea,0.025
9185019,India Mobile Idea,0.025
9185020,India Mobile Idea,0.025
9185028,India Mobile Idea,0.025
9185029,India Mobile Idea,0.025
9185030,India Mobile Idea,0.025
9185038,India Mobile Idea,0.025
9185039,India Mobile Idea,0.025
9185040,India Mobile Idea,0.025
9185048,India Mobile Idea,0.025
9185049,India Mobile Idea,0.025
9185050,India Mobile Idea,0.025
9185058,India Mobile Idea,0.025
9185059,India Mobile Idea,0.025
9185060,India Mobile Idea,0.025
9185068,India Mobile Idea,0.025
9185069,India Mobile Idea,0.025
9185100,India Mobile Idea,0.025
9185108,India Mobile Idea,0.025
9185109,India Mobile Idea,0.025
9185120,India Mobile Idea,0.025
